"quarter","department","day","team","targeted_productivity","smv","idle_men","no_of_style_change","actual_productivity"
"Quarter2","sweing","Tuesday",3,0.8,30.1,0,1,0.800071839
"Quarter2","sweing","Tuesday",11,0.8,11.41,0,0,0.800034503
"Quarter2","finishing","Tuesday",11,0.8,2.9,0,0,0.758229167
"Quarter2","sweing","Tuesday",10,0.75,21.82,0,0,0.750608
"Quarter2","sweing","Tuesday",9,0.75,18.79,0,0,0.750395513
"Quarter2","finishing","Tuesday",2,0.7,3.9,0,0,0.741
"Quarter2","sweing","Tuesday",8,0.7,30.48,0,1,0.700505263
"Quarter2","sweing","Tuesday",6,0.7,23.41,0,1,0.700246491
"Quarter2","sweing","Tuesday",2,0.7,16.1,0,1,0.700051852
"Quarter2","sweing","Tuesday",5,0.65,26.82,0,1,0.650044068
"Quarter2","sweing","Tuesday",7,0.6,30.48,0,1,0.630402924
"Quarter2","finishing","Tuesday",8,0.65,3.9,0,0,0.560625
"Quarter2","finishing","Tuesday",7,0.5,3.9,0,0,0.560625
"Quarter2","finishing","Tuesday",10,0.7,2.9,0,0,0.39875
"Quarter2","finishing","Wednesday",12,0.8,4.6,0,0,0.922839506
"Quarter2","finishing","Wednesday",11,0.8,2.9,0,0,0.874027778
"Quarter2","finishing","Wednesday",2,0.75,3.9,0,0,0.819270833
"Quarter2","finishing","Wednesday",4,0.75,3.94,0,0,0.813309028
"Quarter2","finishing","Wednesday",1,0.75,3.94,0,0,0.812625
"Quarter2","sweing","Wednesday",12,0.8,15.26,0,0,0.800401961
"Quarter2","sweing","Wednesday",3,0.8,30.1,0,1,0.800071839
"Quarter2","sweing","Wednesday",11,0.8,11.41,0,0,0.800034503
"Quarter2","finishing","Wednesday",3,0.8,4.6,0,0,0.786631944
"Quarter2","finishing","Wednesday",5,0.7,3.94,0,0,0.75885
"Quarter2","sweing","Wednesday",10,0.75,21.82,0,0,0.750608
"Quarter2","sweing","Wednesday",9,0.75,18.79,0,0,0.750347333
"Quarter2","sweing","Wednesday",2,0.75,16.1,0,1,0.750140741
"Quarter2","sweing","Wednesday",1,0.75,26.82,0,0,0.750050847
"Quarter2","sweing","Wednesday",4,0.75,26.82,0,0,0.750050847
"Quarter2","sweing","Wednesday",5,0.7,26.82,0,1,0.700556897
"Quarter2","sweing","Wednesday",8,0.7,30.48,0,1,0.700505263
"Quarter2","sweing","Wednesday",6,0.7,23.41,0,1,0.700246491
"Quarter2","sweing","Wednesday",7,0.65,30.48,0,1,0.650596491
"Quarter2","finishing","Wednesday",10,0.75,2.9,0,0,0.628333333
"Quarter2","finishing","Wednesday",8,0.7,3.9,0,0,0.625625
"Quarter2","finishing","Wednesday",7,0.65,3.9,0,0,0.625625
"Quarter2","finishing","Wednesday",9,0.75,2.9,0,0,0.505888889
"Quarter2","finishing","Wednesday",6,0.7,2.9,0,0,0.394722222
